machine_id,cpu,memory,utilization,available_capacity_for_29_days
336061702,0.5,0.2493,5.811401437829533,13013.46
1390932404,0.25,0.2498,5.942504640208659,6519.78
3349820792,0.5,0.2493,6.3543437933517,13013.46
257390605,0.5,0.2493,6.360095902368941,13013.46
32007818,0.5,0.2493,9.378710694441352,13013.46
2697953085,0.5,0.2493,9.390108594825762,13013.46
1437769695,0.5,0.2493,12.369971040732498,13013.46
3938704977,0.5,0.2493,20.263917320516374,13013.46
257503254,0.5,0.2493,21.010923092173783,13013.46
5796689,0.5,0.2493,25.942737440667027,13013.46
336068210,0.5,0.2493,26.95784227796954,13013.46
317497833,0.5,0.749,26.986653551615888,39097.8
1095474,0.5,0.2493,27.964329039711167,13013.46
30789452,0.5,0.2493,31.032234774928327,13013.46
336026127,0.5,0.2493,32.19857875862159,13013.46
431035486,0.5,0.2493,32.32375808440012,13013.46
38734900,0.5,0.2493,34.99830344087695,13013.46
336046983,0.5,0.2493,36.808778959018525,13013.46
2904109077,0.5,0.2493,41.66082178712222,13013.46
2055331513,0.5,0.2493,48.20465268324788,13013.46
351653584,0.5,0.4995,54.590609011008524,26073.9
3359093306,0.5,0.03085,55.67217809709605,1610.37
400468352,0.5,0.2493,65.37125049903442,13013.46
336037217,0.5,0.2493,82.84612661454416,13013.46
38667249,0.5,0.2493,96.25375343007879,13013.46
294771556,0.5,0.2493,97.36830563730132,13013.46
420113876,0.5,0.2493,98.7875787652907,13013.46
225809525,0.5,0.2493,105.54579578999919,13013.46
336047708,0.5,0.2493,106.4014319387928,13013.46
13007410,0.5,0.2493,111.06203638678124,13013.46
370137759,0.5,0.2493,112.84273031319245,13013.46
3362987337,0.5,0.2493,118.4118467547049,13013.46
1267802745,0.5,0.2493,120.81763288233084,13013.46
4324365957,0.5,0.2493,135.9784361913615,13013.46
268223822,0.5,0.2493,138.82653990988055,13013.46
284800573,0.5,0.2493,138.9486780388888,13013.46
4450342349,0.5,0.4995,148.20423246994565,26073.9
294794515,0.5,0.2493,150.17756054980913,13013.46
1390983185,0.25,0.2498,157.0938277601885,6519.78
38714007,0.5,0.2493,159.4552382592082,13013.46
5781906,0.5,0.2493,160.1700114202908,13013.46
38670839,0.5,0.2493,161.7550226903488,13013.46
2850401,0.5,0.2493,164.21624777121409,13013.46
1436489701,0.5,0.03085,164.51194197827948,1610.37
1340355,0.5,0.2493,165.01756373717063,13013.46
171325483,0.5,0.2493,165.53412138835156,13013.46
1441418781,0.5,0.2493,177.23395516689806,13013.46
5465274759,0.5,0.2493,185.63333596937363,13013.46
294995492,0.5,0.2493,192.69680861585107,13013.46
1340546,0.5,0.2493,200.03874444551073,13013.46
336058677,0.5,0.2493,202.3832470004866,13013.46
1303710,0.5,0.4995,205.29615546678983,26073.9
38744730,0.5,0.2493,211.90623075553583,13013.46
1436501742,0.5,0.4995,213.52330975488024,26073.9
30789497,0.5,0.2493,217.5742879439406,13013.46
38668865,0.5,0.2493,218.1101135152812,13013.46
38735208,0.5,0.2493,221.23654477554115,13013.46
6567403,0.5,0.4995,225.4056944975796,26073.9
47743624,0.5,0.2493,229.40313352071823,13013.46
927893816,0.5,0.4995,233.9563954935966,26073.9
38686555,0.5,0.2493,238.05323913614794,13013.46
294933861,0.5,0.2493,238.2291972248526,13013.46
794866818,0.5,0.4995,238.41474766075302,26073.9
38663830,0.5,0.2493,240.3719059152834,13013.46
32064937,0.5,0.2493,242.65253980086484,13013.46
207599563,0.5,0.2493,248.86374154404263,13013.46
351638183,0.5,0.4995,250.22852020546486,26073.9
30790375,0.5,0.2493,254.26655981681088,13013.46
32084192,0.5,0.2493,261.5908679388494,13013.46
410692,0.5,0.4995,273.958655392017,26073.9
1094369,0.5,0.2493,274.3520193815933,13013.46
38693395,0.5,0.2493,275.1999805086052,13013.46
55217011,0.5,0.2493,291.12427672180405,13013.46
682383,0.5,0.4995,291.98841307370435,26073.9
3623912006,0.5,0.749,294.8462542741358,39097.8
257406676,0.5,0.2493,300.98222620964685,13013.46
326378752,0.5,0.4995,304.26542274945615,26073.9
3338335491,0.25,0.2498,314.5177822997486,6519.78
294492126,0.5,0.2493,318.1358796761266,13013.46
2094774208,0.5,0.4995,320.7841402221432,26073.9
336052737,0.5,0.2493,323.1177760095829,13013.46
309375234,0.5,0.1241,331.4825988493945,6478.02
56895652,0.5,0.2493,337.4142437514749,13013.46
99076668,0.5,0.2493,339.8163416926792,13013.46
284738086,0.5,0.2493,339.98185400416884,13013.46
2062873875,0.5,0.2493,341.90480798224917,13013.46
38708463,0.5,0.2493,345.6871463645101,13013.46
32084206,0.5,0.2493,346.5381668517645,13013.46
1269558,0.5,0.2493,349.32375608339134,13013.46
32054729,0.5,0.2493,353.94519428309997,13013.46
3251994396,0.5,0.06158,361.01082255656036,3214.476
294894049,0.5,0.2493,362.7086312361476,13013.46
228720519,0.5,0.2493,364.45863802014804,13013.46
336038648,0.5,0.03085,364.5630626883214,1610.37
317484335,0.5,0.2493,365.53673595914785,13013.46
3083147088,0.5,0.1241,372.1439105754298,6478.02
32077416,0.5,0.2493,376.15713987035764,13013.46
422069,0.5,0.4995,377.196017079658,26073.9
3631179812,0.25,0.2498,384.1214317640474,6519.78
3896108135,0.5,0.4995,389.7291146298478,26073.9
38670388,0.5,0.2493,390.4817446197234,13013.46
38676902,0.5,0.2493,393.2313959958492,13013.46
30787931,0.5,0.2493,393.25250002804313,13013.46
324135337,0.5,0.2493,393.55393184482045,13013.46
30789453,0.5,0.2493,394.5497584799942,13013.46
317484286,0.5,0.2493,397.98507494970755,13013.46
1094232,0.5,0.2493,405.67918222556335,13013.46
30790111,0.5,0.2493,410.3224001434544,13013.46
6608784,0.5,0.4995,416.1971984008817,26073.9
294871456,0.5,0.2493,418.5956939354646,13013.46
1436378204,0.5,0.2493,419.8254306369692,13013.46
410743968,0.5,0.2493,419.9446065016304,13013.46
1694711,0.5,0.4995,428.1341662597608,26073.9
6415979192,0.25,0.2498,429.4788488577417,6519.78
640736354,0.5,0.1241,429.80544359597246,6478.02
38673131,0.5,0.2493,431.3345701640882,13013.46
38659516,0.5,0.2493,433.6815507695052,13013.46
63625913,0.5,0.2493,434.23974829170214,13013.46
257388876,0.5,0.749,436.7562260587647,39097.8
3338243438,0.25,0.2498,443.8378420948063,6519.78
124590076,0.5,0.2493,446.3815295030169,13013.46
5781488,0.5,0.2493,447.68120497059203,13013.46
448753242,0.5,0.2493,448.510907634794,13013.46
207836452,0.5,0.2493,464.06987497015916,13013.46
2851491,0.5,0.2493,466.7054150734685,13013.46
1094593,0.5,0.2493,466.88695029178206,13013.46
56896186,0.5,0.2493,472.0726485377515,13013.46
4820096543,1.0,1.0,474.53421285753296,104400.0
336028942,0.5,0.2493,482.9264094556572,13013.46
30789460,0.5,0.2493,486.403044587846,13013.46
638221,0.5,0.4995,486.45129370112807,26073.9
336051751,0.5,0.2493,489.1944269023479,13013.46
30788023,0.5,0.2493,496.74790250391146,13013.46
3258557785,0.5,0.2493,503.1102374189575,13013.46
6568018,0.5,0.2493,507.62723012533115,13013.46
257395914,0.5,0.749,511.12701950090275,39097.8
30790395,0.5,0.2493,515.4779337774868,13013.46
3826540,0.5,0.2493,518.5180759102097,13013.46
564442273,0.5,0.2493,520.3405667879107,13013.46
38700146,0.5,0.2493,533.5495770764074,13013.46
2274302116,0.5,0.2493,534.1313607949108,13013.46
2851449,0.5,0.2493,540.2859664897392,13013.46
765613,0.5,0.1241,540.7300779023764,6478.02
38637370,0.5,0.2493,540.9372400101292,13013.46
431052910,0.5,0.4995,542.6496473059346,26073.9
97965637,0.5,0.1241,544.8311747241331,6478.02
257498463,0.5,0.2493,547.5858696020795,13013.46
587042038,0.5,0.2493,547.6549772089763,13013.46
6,0.5,0.2493,552.4521832343343,13013.46
336054684,0.5,0.2493,554.4861762303949,13013.46
38749333,0.5,0.2493,568.0471479241053,13013.46
30789468,0.5,0.2493,570.5777051940694,13013.46
266742170,0.5,0.2493,576.6705496621688,13013.46
4156205778,0.5,0.2493,578.9994849365994,13013.46
3739434716,0.25,0.2498,583.370793170668,6519.78
5773921,0.5,0.2493,584.8539547971726,13013.46
82742339,0.5,0.2493,584.9500277551449,13013.46
97922775,0.5,0.4995,590.4212038112609,26073.9
554297906,0.5,0.4995,590.9967440141176,26073.9
1391015405,0.25,0.2498,591.5268375539043,6519.78
38655581,0.5,0.2493,603.1167604985746,13013.46
3772332687,0.5,0.2493,604.9696363352816,13013.46
332566664,0.5,0.2493,613.6287641560107,13013.46
38698668,0.5,0.2493,614.4500121342919,13013.46
1267420,0.5,0.4995,617.5543408991102,26073.9
3312584218,0.5,0.749,620.7324074866532,39097.8
2055737168,0.5,0.2493,623.5532065922025,13013.46
638341,0.5,0.4995,634.3242005946291,26073.9
4820074200,1.0,1.0,634.9822294264046,104400.0
317330980,0.5,0.2493,637.5794869270758,13013.46
1437477153,0.5,0.2493,639.1867262968632,13013.46
4303867387,0.5,0.4995,643.6244248101273,26073.9
2851863,0.5,0.2493,645.0619849351664,13013.46
4820096878,1.0,1.0,652.1871289567827,104400.0
326095309,0.5,0.2493,652.9213941048058,13013.46
2852587,0.5,0.2493,653.7586150567291,13013.46
475652604,0.5,0.4995,656.892200333519,26073.9
759608819,0.5,0.4995,657.29586907732,26073.9
1436298010,0.5,0.2493,665.0084842545913,13013.46
352494544,0.5,0.4995,667.1532778183627,26073.9
257498613,0.5,0.2493,668.6472708936487,13013.46
4820076013,1.0,1.0,678.1362716283287,104400.0
2852215,0.5,0.2493,681.3131908806339,13013.46
207833343,0.5,0.2493,684.237665290607,13013.46
3605497855,0.5,0.2493,690.0200539529229,13013.46
711525,0.5,0.4995,696.3209705009943,26073.9
257502034,0.5,0.749,700.591368793798,39097.8
6402941427,0.25,0.2498,710.8950728690579,6519.78
336030260,0.5,0.2493,711.9885795831414,13013.46
400426733,0.5,0.2493,713.5795510921446,13013.46
294823164,0.5,0.2493,714.1121391608798,13013.46
318349991,0.5,0.2493,716.4808724257202,13013.46
1437359316,0.5,0.2493,718.9153775104173,13013.46
4820250966,1.0,1.0,721.0973827252914,104400.0
38662459,0.5,0.2493,722.4541844088135,13013.46
1268904,0.5,0.4995,729.3176544828384,26073.9
225807313,0.5,0.2493,732.9067243046397,13013.46
38745870,0.5,0.2493,735.8540630022314,13013.46
1440282230,0.5,0.2493,741.1565516191902,13013.46
3337872170,0.25,0.2498,748.5881246109308,6519.78
257340273,0.5,0.2493,752.0309151276242,13013.46
2634467021,0.25,0.2498,752.8348743808759,6519.78
4820095049,1.0,1.0,756.9779061553838,104400.0
332405204,0.5,0.2493,757.75121722714,13013.46
1340431,0.5,0.2493,759.589747024937,13013.46
30788849,0.5,0.2493,767.8364708447699,13013.46
3631285943,0.25,0.2498,773.2429393074019,6519.78
336033796,0.5,0.2493,777.977185591775,13013.46
5175267028,1.0,1.0,779.4656821791349,104400.0
4820152351,1.0,1.0,780.2299255850997,104400.0
3311442104,0.25,0.2498,787.8377342450824,6519.78
418740012,0.5,0.4995,790.2180179297134,26073.9
3975072360,0.5,0.2493,791.0339883986509,13013.46
38655444,0.5,0.2493,795.556667124384,13013.46
257501848,0.5,0.2493,797.8731025532151,13013.46
3925869700,0.25,0.2498,799.0031373629721,6519.78
1390812899,0.25,0.2498,799.4672190183684,6519.78
1017271853,0.5,0.4995,800.4502058840837,26073.9
30790106,0.5,0.2493,805.2658878994669,13013.46
372637768,0.5,0.4995,806.0758555081317,26073.9
4820254606,1.0,1.0,807.567219105104,104400.0
6213546784,0.5,0.4995,809.2208360474079,26073.9
797528700,0.5,0.4995,812.2464672496775,26073.9
662216,0.5,0.1241,812.5906891948416,6478.02
318388086,0.5,0.2493,813.3421354339775,13013.46
371365827,0.5,0.2493,821.1291768220781,13013.46
5573153,0.5,0.2493,821.8862787034836,13013.46
2055671156,0.5,0.2493,827.8579238911037,13013.46
38712723,0.5,0.2493,828.305354443224,13013.46
336041015,0.5,0.2493,831.1117904046209,13013.46
1437311634,0.5,0.2493,841.6866943726708,13013.46
4820028570,1.0,1.0,843.2716335318364,104400.0
1391014532,0.25,0.2498,843.4458079463632,6519.78
3675871662,0.5,0.4995,850.3395512993461,26073.9
431035546,0.5,0.2493,853.9150988542698,13013.46
13010206,0.5,0.2493,858.3530555356839,13013.46
400468848,0.5,0.2493,859.8746782790373,13013.46
902886,0.5,0.4995,861.4980810991296,26073.9
277433551,0.5,0.2493,861.5188076135819,13013.46
82795413,0.5,0.2493,868.5499698631606,13013.46
336048012,0.5,0.2493,868.6840630769036,13013.46
4820237646,1.0,1.0,870.9071956590572,104400.0
351613873,0.5,0.4995,872.8201944506565,26073.9
1271423,0.5,0.4995,873.7047834052241,26073.9
257338242,0.5,0.2493,875.5122532783527,13013.46
1979665998,0.5,0.4995,875.5565221914583,26073.9
4820180964,1.0,1.0,876.7285515993415,104400.0
4820096449,1.0,1.0,881.761423498048,104400.0
32064643,0.5,0.2493,881.8857659151115,13013.46
1390834671,0.25,0.2498,882.9822712711667,6519.78
257349128,0.5,0.749,888.5871964040857,39097.8
4873966196,1.0,1.0,888.709232421463,104400.0
4820248458,1.0,1.0,888.7391074570199,104400.0
2616945439,0.25,0.2498,890.9920971781039,6519.78
1301865,0.5,0.4995,901.3522164275851,26073.9
797310502,0.5,0.2493,902.7131915545033,13013.46
30790419,0.5,0.2493,904.7730018912312,13013.46
317497797,0.5,0.749,905.4462053802232,39097.8
1442031371,0.5,0.2493,905.6836665477744,13013.46
38663831,0.5,0.2493,909.4001611604593,13013.46
38719629,0.5,0.2493,911.6697536269739,13013.46
63637204,0.5,0.2493,917.3311916870143,13013.46
1093561,0.5,0.2493,924.7209767536492,13013.46
3802881742,0.5,0.2493,925.832299842369,13013.46
56895550,0.5,0.2493,928.1455265183893,13013.46
6607773,0.5,0.4995,931.1992287096705,26073.9
5015788232,1.0,1.0,931.2422311179422,104400.0
257499200,0.5,0.2493,937.4531570567162,13013.46
257499230,0.5,0.2493,940.7637015289911,13013.46
376218267,0.5,0.4995,941.6919832404368,26073.9
4820180814,1.0,1.0,942.1780949800086,104400.0
38655812,0.5,0.2493,942.2046360223811,13013.46
124625221,0.5,0.2493,945.660703221299,13013.46
2574290485,0.5,0.2493,949.5526935504494,13013.46
463554501,0.5,0.2493,954.4376132996484,13013.46
336055580,0.5,0.2493,955.8241699092792,13013.46
294908002,0.5,0.2493,958.8779161444746,13013.46
294994570,0.5,0.2493,963.655886387549,13013.46
474412073,0.5,0.2493,969.1771974812737,13013.46
317497344,0.5,0.2493,969.508042090938,13013.46
2586575798,0.25,0.2498,972.5954012767158,6519.78
294492172,0.5,0.2493,973.9613448421735,13013.46
1436356885,0.5,0.2493,974.6262070247274,13013.46
682255,0.5,0.4995,976.2713396106745,26073.9
4820315197,1.0,1.0,976.5897645238722,104400.0
1301919,0.5,0.4995,977.8914844770743,26073.9
431039291,0.5,0.2493,978.5531042241428,13013.46
5782851,0.5,0.2493,987.967529886312,13013.46
3233509240,0.5,0.2493,991.8515210164015,13013.46
82758977,0.5,0.2493,998.1333544850602,13013.46
4820137356,1.0,1.0,998.3082775251413,104400.0
1270179,0.5,0.4995,998.7783674413876,26073.9
257500381,0.5,0.2493,1001.7895601039774,13013.46
2276647964,0.5,0.2493,1004.5314938076041,13013.46
38745328,0.5,0.2493,1005.4512582599427,13013.46
351607164,0.5,0.4995,1012.1369959477884,26073.9
4820131087,1.0,1.0,1012.3150934293047,104400.0
38700102,0.5,0.2493,1020.3562917660963,13013.46
4820254605,1.0,1.0,1020.6431781367984,104400.0
4820108984,1.0,1.0,1024.3292641545545,104400.0
38692944,0.5,0.2493,1025.237620036879,13013.46
318360094,0.5,0.2493,1031.5884275264477,13013.46
288802320,0.5,0.2493,1042.8440649690874,13013.46
976178794,0.5,0.2493,1044.7803382263287,13013.46
4820134821,1.0,1.0,1046.1329688095354,104400.0
3767355950,0.5,0.2493,1048.9744086031017,13013.46
38680142,0.5,0.2493,1049.2350272635301,13013.46
1439159152,0.5,0.2493,1056.5505943024607,13013.46
317497247,0.5,0.2493,1056.555244522468,13013.46
704575261,0.5,0.2493,1058.4695226977212,13013.46
4820110435,1.0,1.0,1059.4366014590523,104400.0
1390915544,0.25,0.2498,1065.1256580720867,6519.78
431039573,0.5,0.2493,1069.7682941315747,13013.46
61056290,0.5,0.2493,1071.0297251580455,13013.46
431035687,0.5,0.2493,1071.795438440228,13013.46
7778099,0.5,0.4995,1073.0279236877955,26073.9
4820381954,1.0,1.0,1082.5161838182398,104400.0
3630727628,0.25,0.2498,1084.2648429975934,6519.78
5780332,0.5,0.2493,1086.606600315053,13013.46
4820149990,1.0,1.0,1086.74984461583,104400.0
4820109693,1.0,1.0,1087.1143506648173,104400.0
3716959528,0.5,0.2493,1089.3206694017756,13013.46
4182282574,0.5,0.2493,1090.0659538195346,13013.46
4820221395,1.0,1.0,1094.941414130197,104400.0
1340530,0.5,0.2493,1094.983528966252,13013.46
2903927854,0.25,0.2498,1096.0305806346967,6519.78
344839454,0.5,0.1241,1097.5508374610197,6478.02
1268612,0.5,0.1241,1098.543628632799,6478.02
38699455,0.5,0.2493,1100.3728712647976,13013.46
1094507,0.5,0.2493,1100.7423250222482,13013.46
31031758,0.5,0.2493,1103.720062209921,13013.46
207833103,0.5,0.2493,1103.9040973272313,13013.46
38748753,0.5,0.2493,1107.595673567394,13013.46
257338245,0.5,0.749,1109.1936303788548,39097.8
4820186483,1.0,1.0,1111.6962313525316,104400.0
2801706747,0.5,0.2493,1111.9520664235756,13013.46
4820072284,1.0,1.0,1114.6705642718468,104400.0
4156962711,0.25,0.2498,1115.1769360729547,6519.78
32008061,0.5,0.2493,1119.1496723950238,13013.46
2274921565,0.5,0.2493,1122.4561337439723,13013.46
4820261784,1.0,1.0,1125.062524085177,104400.0
294994014,0.5,0.1241,1129.9054443814985,6478.02
5015887240,1.0,1.0,1130.815683388017,104400.0
2129474533,0.5,0.4995,1131.9173045778223,26073.9
3242448474,0.5,0.4995,1132.2887502109097,26073.9
624518862,0.5,0.2493,1132.9243598751136,13013.46
6889228,0.5,0.4995,1134.489385249038,26073.9
1390840508,0.25,0.2498,1137.530073722247,6519.78
124596213,0.5,0.2493,1145.266412209822,13013.46
317499460,0.5,0.2493,1149.7865326092387,13013.46
257337514,0.5,0.2493,1150.3744111841318,13013.46
39307171,0.5,0.2493,1153.8217979515741,13013.46
400468846,0.5,0.2493,1156.9128294099896,13013.46
38673926,0.5,0.2493,1158.519735384062,13013.46
30788716,0.5,0.2493,1159.8133998420014,13013.46
4820096260,1.0,1.0,1159.9840030438115,104400.0
3338239375,0.25,0.2498,1164.5942461532686,6519.78
4817689282,1.0,1.0,1166.4483204649614,104400.0
2357789152,0.5,0.2493,1167.4327654002982,13013.46
82738034,0.5,0.2493,1180.8497419709724,13013.46
288943790,0.5,0.2493,1181.7616549516358,13013.46
351640911,0.5,0.4995,1186.311495167989,26073.9
4820221501,1.0,1.0,1187.9733238980195,104400.0
4820359145,1.0,1.0,1189.6389777128863,104400.0
82755265,0.5,0.2493,1195.5515861217207,13013.46
4820187800,1.0,1.0,1204.9558586326568,104400.0
38707778,0.5,0.2493,1207.6403130525837,13013.46
5788687,0.5,0.2493,1215.1003138706085,13013.46
4820092682,1.0,1.0,1216.5520829103386,104400.0
1094911,0.5,0.2493,1216.5967209362561,13013.46
4820074350,1.0,1.0,1219.7976469023,104400.0
400489946,0.5,0.2493,1220.2471262493355,13013.46
4820157300,1.0,1.0,1221.1421647866391,104400.0
38744895,0.5,0.2493,1221.9244933861285,13013.46
1436293127,0.5,0.2493,1223.6514382768057,13013.46
2110684013,0.5,0.2493,1226.5734104082364,13013.46
4820075588,1.0,1.0,1228.6957715946576,104400.0
30787959,0.5,0.2493,1233.813317648701,13013.46
4820060350,1.0,1.0,1234.1209436260078,104400.0
1830038,0.5,0.4995,1234.2036910370132,26073.9
38732454,0.5,0.2493,1234.7957195277818,13013.46
8055722,0.5,0.4995,1235.5533779781276,26073.9
4820023833,1.0,1.0,1237.9357621585673,104400.0
1095128,0.5,0.2493,1244.6723713754707,13013.46
3597034674,0.5,0.2493,1246.5463646714106,13013.46
1340155,0.5,0.2493,1248.3905024261926,13013.46
4820103455,1.0,1.0,1248.4168190445614,104400.0
294992226,0.5,0.2493,1250.5667854456842,13013.46
294854999,0.5,0.2493,1255.987275794467,13013.46
336038987,0.5,0.2493,1256.9134629676507,13013.46
1429206925,0.5,0.2493,1258.887668798469,13013.46
2850407,0.5,0.2493,1259.841940064143,13013.46
38644193,0.5,0.2493,1260.5724051078514,13013.46
4820027743,1.0,1.0,1261.1011670393393,104400.0
4304150252,0.5,0.4995,1261.3270352797956,26073.9
38643521,0.5,0.2493,1262.5502183175824,13013.46
3241358368,0.5,0.2493,1263.1097616197071,13013.46
317487297,0.5,0.2493,1265.5924770762329,13013.46
449612510,0.5,0.1241,1266.3076614976692,6478.02
3338263310,0.25,0.2498,1267.3791109249744,6519.78
63655542,0.5,0.2493,1272.333433893875,13013.46
759604527,0.5,0.2493,1273.9168646998469,13013.46
288944732,0.5,0.2493,1274.5785731348399,13013.46
38744085,0.5,0.1241,1274.668735023541,6478.02
323404492,0.5,0.2493,1276.0521779929504,13013.46
4820072517,1.0,1.0,1279.3062080358952,104400.0
336071720,0.5,0.2493,1280.9749300431288,13013.46
56895551,0.5,0.2493,1281.3583312164333,13013.46
336069332,0.5,0.2493,1283.1612273529367,13013.46
1270767,0.5,0.2493,1286.6881858841548,13013.46
63691344,0.5,0.2493,1290.1195920445539,13013.46
6401302061,0.25,0.2498,1291.1953987388938,6519.78
3828846,0.5,0.2493,1297.8899166027925,13013.46
6457070948,0.5,0.4995,1300.5454435941638,26073.9
2567915203,0.25,0.2498,1302.668211680971,6519.78
3671929386,0.5,0.2493,1302.8992252442445,13013.46
336052738,0.5,0.1241,1305.7068511260975,6478.02
7314116,0.5,0.2493,1307.8008243164413,13013.46
4918973379,0.5,0.2493,1307.9963875644164,13013.46
5015784997,1.0,1.0,1309.9013305509397,104400.0
16917776,0.5,0.2493,1311.2472453205064,13013.46
32085966,0.5,0.2493,1313.103896785587,13013.46
967805088,0.5,0.2493,1315.176987654954,13013.46
1667999582,0.5,0.2493,1322.5267703457932,13013.46
2110696959,0.5,0.2493,1324.755193922553,13013.46
1268905,0.5,0.4995,1324.7828835251128,26073.9
351683046,0.5,0.4995,1327.3582771501842,26073.9
351618701,0.5,0.4995,1330.4817253247027,26073.9
104726186,0.5,0.4995,1331.4163536032627,26073.9
17216304,0.5,0.2493,1335.1068042000231,13013.46
1095039,0.5,0.2493,1337.158446913491,13013.46
2850436,0.5,0.2493,1337.4511351327023,13013.46
2850427,0.5,0.2493,1339.089005597945,13013.46
2381680428,0.5,0.2493,1343.3146048101712,13013.46
2849391,0.5,0.2493,1346.7430111207082,13013.46
1390865008,0.25,0.2498,1352.6066553518704,6519.78
257338196,0.5,0.2493,1355.1716203596216,13013.46
38698664,0.5,0.2493,1355.23242219964,13013.46
6565196,0.5,0.4995,1358.1536141173965,26073.9
30789283,0.5,0.2493,1360.0062308522802,13013.46
2790482718,0.5,0.2493,1360.830691759022,13013.46
3338247095,0.25,0.2498,1362.9959634982115,6519.78
317497342,0.5,0.2493,1364.217367601855,13013.46
1341445,0.5,0.2493,1369.8307301461584,13013.46
336030291,0.5,0.2493,1371.3560656906486,13013.46
294901260,0.5,0.2493,1372.2640822118763,13013.46
1094412,0.5,0.2493,1376.2356293020177,13013.46
1340179,0.5,0.2493,1381.4501315420848,13013.46
564444462,0.5,0.1241,1381.9594325420207,6478.02
6608775,0.5,0.4995,1382.2162826277763,26073.9
336047647,0.5,0.2493,1383.8467435506539,13013.46
82754513,0.5,0.2493,1384.4724621866399,13013.46
4246466656,0.5,0.749,1388.157777283233,39097.8
38667214,0.5,0.2493,1388.353390682475,13013.46
4820093460,1.0,1.0,1389.6673203471712,104400.0
1390896856,0.25,0.2498,1390.9771765381054,6519.78
2849409,0.5,0.2493,1393.0165310465752,13013.46
2888553260,0.5,0.4995,1394.1866328801118,26073.9
638356,0.5,0.4995,1395.173790784571,26073.9
2797029860,0.5,0.4995,1399.74016545982,26073.9
643114551,0.5,0.4995,1400.4096298045797,26073.9
4820318859,1.0,1.0,1401.1156169551903,104400.0
38661494,0.5,0.2493,1402.1842215650197,13013.46
1479053050,0.5,0.4995,1403.6695216923788,26073.9
3624119053,0.5,0.2493,1405.991951870447,13013.46
336051881,0.5,0.2493,1407.9879611232066,13013.46
3250659235,0.25,0.2498,1408.8789345575515,6519.78
1333251,0.5,0.4995,1409.0172401501472,26073.9
3996029554,0.5,0.2493,1409.879384101143,13013.46
1335587,0.5,0.2493,1412.4269760040543,13013.46
1436306259,0.5,0.4995,1421.2520285055639,26073.9
336025726,0.5,0.2493,1422.998546043768,13013.46
82732361,0.5,0.2493,1425.763776102015,13013.46
3349074896,0.5,0.2493,1428.7642606684733,13013.46
38735205,0.5,0.2493,1429.017684692337,13013.46
1271684,0.5,0.4995,1429.1496227757646,26073.9
2274317428,0.5,0.2493,1431.7523763406748,13013.46
5782494,0.5,0.2493,1432.045718735114,13013.46
4820257768,1.0,1.0,1433.1965293987103,104400.0
605282839,0.5,0.2493,1436.3237151436279,13013.46
4820093536,1.0,1.0,1437.6173983639617,104400.0
4820241539,1.0,1.0,1438.6592723898775,104400.0
38668598,0.5,0.2493,1439.7533183431951,13013.46
538967006,0.5,0.4995,1440.6712656800878,26073.9
400423993,0.5,0.2493,1440.6897686887542,13013.46
1268247,0.5,0.4995,1441.8508325255993,26073.9
7576201,0.5,0.4995,1444.2080031494434,26073.9
